Mod:Item:MetaData, Localized Name
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorforge:0, Armor Forge
conarm:armorstation:0, Armor Station
coroutil:repairing_block, Repairing Block
coroutil:item_repairing_gel, Repairing Gel
dungeonmobs:lavarock, tile.dungeonmobs.lavarock.name
dungeonmobs:bladetrap, Blade Trap
dungeontactics:peg_hammer, Lygrimul
dungeontactics:dungeonpedia_volume_1, Dungeonpedia
dungeontactics:dungeonpedia_volume_2, Weapons
dungeontactics:dungeonpedia_volume_3, Trinkets & Charms
dungeontactics:dungeonpedia_volume_4, Magic & Alchemy
dungeontactics:dungeonpedia_volume_5, Cauldron Recipes
dungeontactics:dungeonpedia_volume_6, Unique Weapons
dungeontactics:dungeonpedia_volume_7, Engineering
dungeontactics:dungeonpedia_volume_8, World
dungeontactics:master_hammer_smash, Master Hammer "Smash"
dungeontactics:master_hammer_leap, Master Hammer "Leap"
dungeontactics:master_cutlass_riposte, Master Cutlass "Riposte"
dungeontactics:master_cutlass_pierce, Master Cutlass "Pierce"
dungeontactics:master_knife_smokebomb, Master Knife "Smoke Bomb"
dungeontactics:master_knife_multistrike, Master Knife "Multi-Strike"
dungeontactics:master_cestus_roar, Master Cestus "Roar"
dungeontactics:master_cestus_pummel, Master Cestus "Pummel"
dungeontactics:wooden_hammer, Wooden Hammer
dungeontactics:bone_hammer, Bone Hammer
dungeontactics:stone_hammer, Stone Hammer
dungeontactics:iron_hammer, Iron Hammer
dungeontactics:silver_hammer, Silver Hammer
dungeontactics:golden_hammer, Golden Hammer
dungeontactics:steel_hammer, Steel Hammer
dungeontactics:diamond_hammer, Diamond Hammer
dungeontactics:mithril_hammer, Mithril Hammer
dungeontactics:wooden_battleaxe, Wooden Battleaxe
dungeontactics:bone_battleaxe, Bone Battleaxe
dungeontactics:stone_battleaxe, Stone Battleaxe
dungeontactics:iron_battleaxe, Iron Battleaxe
dungeontactics:silver_battleaxe, Silver Battleaxe
dungeontactics:golden_battleaxe, Golden Battleaxe
dungeontactics:steel_battleaxe, Steel Battleaxe
dungeontactics:diamond_battleaxe, Diamond Battleaxe
dungeontactics:mithril_battleaxe, Mithril Battleaxe
dungeontactics:wooden_glaive, Wooden Glaive
dungeontactics:bone_glaive, Bone Glaive
dungeontactics:stone_glaive, Stone Glaive
dungeontactics:iron_glaive, Iron Glaive
dungeontactics:silver_glaive, Silver Glaive
dungeontactics:golden_glaive, Golden Glaive
dungeontactics:steel_glaive, Steel Glaive
dungeontactics:diamond_glaive, Diamond Glaive
dungeontactics:mithril_glaive, Mithril Glaive
dungeontactics:wooden_club, Wooden Club
dungeontactics:bone_club, Bone Club
dungeontactics:stone_club, Stone Club
dungeontactics:iron_club, Iron Club
dungeontactics:silver_club, Silver Club
dungeontactics:golden_club, Golden Club
dungeontactics:steel_club, Steel Club
dungeontactics:diamond_club, Diamond Club
dungeontactics:mithril_club, Mithril Club
dungeontactics:bone_sword, Bone Sword
dungeontactics:silver_sword, Silver Sword
dungeontactics:steel_sword, Steel Sword
dungeontactics:mithril_sword, Mithril Sword
dungeontactics:wooden_cutlass, Wooden Cutlass
dungeontactics:bone_cutlass, Bone Cutlass
dungeontactics:stone_cutlass, Stone Cutlass
dungeontactics:iron_cutlass, Iron Cutlass
dungeontactics:silver_cutlass, Silver Cutlass
dungeontactics:golden_cutlass, Golden Cutlass
dungeontactics:steel_cutlass, Steel Cutlass
dungeontactics:diamond_cutlass, Diamond Cutlass
dungeontactics:mithril_cutlass, Mithril Cutlass
dungeontactics:wooden_knife, Wooden Knife
dungeontactics:bone_knife, Bone Knife
dungeontactics:stone_knife, Stone Knife
dungeontactics:iron_knife, Iron Knife
dungeontactics:silver_knife, Silver Knife
dungeontactics:golden_knife, Golden Knife
dungeontactics:steel_knife, Steel Knife
dungeontactics:diamond_knife, Diamond Knife
dungeontactics:mithril_knife, Mithril Knife
dungeontactics:wooden_cestus, Wooden Cestus
dungeontactics:bone_cestus, Bone Cestus
dungeontactics:stone_cestus, Stone Cestus
dungeontactics:iron_cestus, Iron Cestus
dungeontactics:silver_cestus, Silver Cestus
dungeontactics:golden_cestus, Golden Cestus
dungeontactics:steel_cestus, Steel Cestus
dungeontactics:diamond_cestus, Diamond Cestus
dungeontactics:mithril_cestus, Mithril Cestus
dungeontactics:wooden_shield, Wooden Shield
dungeontactics:bone_shield, Bone Shield
dungeontactics:stone_shield, Stone Shield
dungeontactics:iron_shield, Iron Shield
dungeontactics:silver_shield, Silver Shield
dungeontactics:golden_shield, Golden Shield
dungeontactics:steel_shield, Steel Shield
dungeontactics:diamond_shield, Diamond Shield
dungeontactics:mithril_shield, Mithril Shield
dungeontactics:sharp_stick, Sharp Stick
dungeontactics:throwing_knife, Throwing Knife
dungeontactics:throwing_knife_slowness, Slowing Throwing Knife
dungeontactics:throwing_knife_weakness, Sapping Throwing Knife
dungeontactics:throwing_knife_poison, Poisoned Throwing Knife
dungeontactics:throwing_knife_caustic, Caustic Throwing Knife
dungeontactics:cherry_bomb, Cherry Bomb
dungeontactics:incindiberry, Incindiberry
dungeontactics:glowcurrent, Glowcurrent
dungeontactics:slingshot, Slingshot
dungeontactics:slingshot_ammo, Slingshot Ammo
dungeontactics:bomb_frag, Bomb
dungeontactics:bomb_frag_cluster, Cluster Bomb
dungeontactics:bomb_pyro, Pyro Bomb
dungeontactics:bomb_pyro_cluster, Cluster Pyro Bomb
dungeontactics:bomb_porting, Porting Bomb
dungeontactics:bomb_porting_cluster, Cluster Porting Bomb
dungeontactics:bomb_cryo, Cryo Bomb
dungeontactics:bomb_cryo_cluster, Cluster Cryo Bomb
dungeontactics:potshot, Potshot
dungeontactics:potshot_ammo, Potshot Ammo
dungeontactics:stone_plate_faceplate, Stone Plate Faceplate
dungeontactics:stone_plate_chestpiece, Stone Plate Chestpiece
dungeontactics:stone_plate_greaves, Stone Plate Greaves
dungeontactics:stone_plate_boots, Stone Plate Boots
dungeontactics:iron_plate_faceplate, Iron Plate Faceplate
dungeontactics:iron_plate_chestpiece, Iron Plate Chestpiece
dungeontactics:iron_plate_greaves, Iron Plate Greaves
dungeontactics:iron_plate_boots, Iron Plate Boots
dungeontactics:silver_plate_faceplate, Silver Plate Faceplate
dungeontactics:silver_plate_chestpiece, Silver Plate Chestpiece
dungeontactics:silver_plate_greaves, Silver Plate Greaves
dungeontactics:silver_plate_boots, Silver Plate Boots
dungeontactics:golden_plate_faceplate, Golden Plate Faceplate
dungeontactics:golden_plate_chestpiece, Golden Plate Chestpiece
dungeontactics:golden_plate_greaves, Golden Plate Greaves
dungeontactics:golden_plate_boots, Golden Plate Boots
dungeontactics:steel_plate_faceplate, Steel Plate Faceplate
dungeontactics:steel_plate_chestpiece, Steel Plate Chestpiece
dungeontactics:steel_plate_greaves, Steel Plate Greaves
dungeontactics:steel_plate_boots, Steel Plate Boots
dungeontactics:diamond_plate_faceplate, Diamond Plate Faceplate
dungeontactics:diamond_plate_chestpiece, Diamond Plate Chestpiece
dungeontactics:diamond_plate_greaves, Diamond Plate Greaves
dungeontactics:diamond_plate_boots, Diamond Plate Boots
dungeontactics:mithril_plate_faceplate, Mithril Plate Faceplate
dungeontactics:mithril_plate_chestpiece, Mithril Plate Chestpiece
dungeontactics:mithril_plate_greaves, Mithril Plate Greaves
dungeontactics:mithril_plate_boots, Mithril Plate Boots
dungeontactics:bone_helmet, Bone Helmet
dungeontactics:bone_chestplate, Bone Chestplate
dungeontactics:bone_leggings, Bone Leggings
dungeontactics:bone_boots, Bone Boots
dungeontactics:studded_helmet, Studded Leather Helmet
dungeontactics:studded_chestplate, Studded Leather Chestplate
dungeontactics:studded_leggings, Studded Leather Leggings
dungeontactics:studded_boots, Studded Leather Boots
dungeontactics:silver_helmet, Silver Helmet
dungeontactics:silver_chestplate, Silver Chestplate
dungeontactics:silver_leggings, Silver Leggings
dungeontactics:silver_boots, Silver Boots
dungeontactics:steel_helmet, Steel Helmet
dungeontactics:steel_chestplate, Steel Chestplate
dungeontactics:steel_leggings, Steel Leggings
dungeontactics:steel_boots, Steel Boots
dungeontactics:mithril_helmet, Mithril Helmet
dungeontactics:mithril_chestplate, Mithril Chestplate
dungeontactics:mithril_leggings, Mithril Leggings
dungeontactics:mithril_boots, Mithril Boots
dungeontactics:magic_powder, Magic Powder
dungeontactics:magic_pouch, Magic Pouch
dungeontactics:magic_scroll, Spell Scroll
dungeontactics:high_striker, High Striker
dungeontactics:gnome_stick, Gnome Stick
dungeontactics:wackerjab, Wackerjab
dungeontactics:taser, Taser
dungeontactics:claws, Claws
dungeontactics:lithen_scythe, Lithen Scythe
dungeontactics:alchemist_brew, Alchemist's Brew
dungeontactics:terrible_feather, Hühnerfeder
dungeontactics:pirate_hook, Pirate Hook
dungeontactics:coin_cannon, Coin Cannon
dungeontactics:backfire_cannon, Backfire Cannon
dungeontactics:hot_potatoe, Hot Potatoe
dungeontactics:fire_water, Ever-Flowing Fire Water
dungeontactics:boots_of_blinding_speed, Boots of Blinding Speed
dungeontactics:icarus_ring, Icarus Ring
dungeontactics:engineer_dungarees, Engineer's Dungarees
dungeontactics:flight_goggles, Flight Goggles
dungeontactics:rocket_pants, Rocket Pants
dungeontactics:bounce_boots, Bounce Boots
dungeontactics:tunnelling_device, Portable Tunnelling Device
dungeontactics:piston_glove, Portable Piston Device
dungeontactics:piston_glove_sticky, Portable Piston Device (Sticky)
dungeontactics:engineers_wrench_iron, Iron Engineer's Wrench
dungeontactics:engineers_wrench_steel, Steel Engineer's Wrench
dungeontactics:bone_pickaxe, Bone Pickaxe
dungeontactics:bone_shovel, Bone Shovel
dungeontactics:bone_axe, Bone Axe
dungeontactics:bone_hoe, Bone Hoe
dungeontactics:silver_pickaxe, Silver Pickaxe
dungeontactics:silver_shovel, Silver Shovel
dungeontactics:silver_axe, Silver Axe
dungeontactics:silver_hoe, Silver Hoe
dungeontactics:steel_pickaxe, Steel Pickaxe
dungeontactics:steel_shovel, Steel Shovel
dungeontactics:steel_axe, Steel Axe
dungeontactics:steel_hoe, Steel Hoe
dungeontactics:mithril_pickaxe, Mithril Pickaxe
dungeontactics:mithril_shovel, Mithril Shovel
dungeontactics:mithril_axe, Mithril Axe
dungeontactics:mithril_hoe, Mithril Hoe
dungeontactics:soulgem, Soul Gem
dungeontactics:mortar&pestle, Mortar & Pestle
dungeontactics:fire_starter, Fire Starter
dungeontactics:magic_tether, Magic Tether
dungeontactics:phylactery, Phylactery
dungeontactics:bagofhoarding, Bag of Hoarding
dungeontactics:ducttape, Duct Tape
dungeontactics:heart_drop, Heart Drop
dungeontactics:heart_jar, Heart Jar
dungeontactics:heart_golden, Heart of Gold
dungeontactics:ironlinks, Iron Chain Links
dungeontactics:silver_ingot, Silver Ingot
dungeontactics:steel_ingot, Steel Ingot
dungeontactics:mithril_ingot, Mithril Ingot
dungeontactics:silver_nugget, Silver Nugget
dungeontactics:steel_nugget, Steel Nugget
dungeontactics:diamond_nugget, Cut Diamond
dungeontactics:mithril_nugget, Mithril Nugget
dungeontactics:coal_dust, Coal Dust
dungeontactics:iron_dust, Iron Dust
dungeontactics:silver_dust, Silver Dust
dungeontactics:steel_dust, Steel Dust
dungeontactics:gold_dust, Gold Dust
dungeontactics:mithril_dust, Mithril Dust
dungeontactics:tin_dust, Tin Dust
dungeontactics:copper_dust, Copper Dust
dungeontactics:aluminium_dust, Aluminium Dust
dungeontactics:nickel_dust, Nickel Dust
dungeontactics:lead_dust, Lead Dust
dungeontactics:platinum_dust, Platinum Dust
dungeontactics:tungsten_dust, Tungsten Dust
dungeontactics:titanium_dust, Titanium Dust
dungeontactics:osmium_dust, Osmium Dust
dungeontactics:gunpowder_tinydust, Tiny Gunpowder
dungeontactics:coal_tinydust, Tiny Coal Dust
dungeontactics:iron_tinydust, Tiny Iron Dust
dungeontactics:silver_tinydust, Tiny Silver Dust
dungeontactics:steel_tinydust, Tiny Steel Dust
dungeontactics:gold_tinydust, Tiny Gold Dust
dungeontactics:mithril_tinydust, Tiny Mithril Dust
dungeontactics:tin_tinydust, Tiny Tin Dust
dungeontactics:copper_tinydust, Tiny Copper Dust
dungeontactics:aluminium_tinydust, Tiny Aluminium Dust
dungeontactics:nickel_tinydust, Tiny Nickel Dust
dungeontactics:lead_tinydust, Tiny Lead Dust
dungeontactics:platinum_tinydust, Tiny Platinum Dust
dungeontactics:tungsten_tinydust, Tiny Tungsten Dust
dungeontactics:titanium_tinydust, Tiny Titanium Dust
dungeontactics:osmium_tinydust, Tiny Osmium Dust
dungeontactics:iron_cluster, Iron Cluster
dungeontactics:silver_cluster, Silver Cluster
dungeontactics:gold_cluster, Gold Cluster
dungeontactics:mithril_cluster, Mithril Cluster
dungeontactics:tin_cluster, Tin Cluster
dungeontactics:copper_cluster, Copper Cluster
dungeontactics:aluminium_cluster, Aluminium Cluster
dungeontactics:nickel_cluster, Nickel Cluster
dungeontactics:lead_cluster, Lead Cluster
dungeontactics:platinum_cluster, Platinum Cluster
dungeontactics:tungsten_cluster, Tungsten Cluster
dungeontactics:titanium_cluster, Titanium Cluster
dungeontactics:osmium_cluster, Osmium Cluster
dungeontactics:flour, Flour
dungeontactics:bottled_milk, Bottled Milk
dungeontactics:fish_swift, Swift Fish
dungeontactics:fish_swift_cooked, Cooked Swift Fish
dungeontactics:fish_flying, Flying Fish
dungeontactics:fish_flying_cooked, Cooked Flying Fish
dungeontactics:fish_lava, Lava Fish
dungeontactics:fish_lava_cooked, Cooked Lava Fish
dungeontactics:fish_muscle, Muscle Fish
dungeontactics:fish_muscle_cooked, Cooked Muscle Fish
dungeontactics:fish_lung, Lung Fish
dungeontactics:fish_lung_cooked, Cooked Lung Fish
dungeontactics:fish_obsidian, Obsidian Fish
dungeontactics:fish_obsidian_cooked, Cooked Obsidian Fish
dungeontactics:fish_tunnel, Tunnel Shark
dungeontactics:fish_tunnel_cooked, Cooked Tunnel Shark
dungeontactics:bread_slice, Slice of Bread
dungeontactics:toast, Toast
dungeontactics:toast_slice, Slice of Toast
dungeontactics:jam, Jam
dungeontactics:jam_on_toast, Jam on Toast
dungeontactics:ration_standard, Standard Ration
dungeontactics:ration_iron, Iron Ration
dungeontactics:ration_silver, Silver Ration
dungeontactics:ration_gold, Gold Ration
dungeontactics:spidereye_soup, Spider Eye Soup
dungeontactics:iron_ring, Iron Ring
dungeontactics:golden_ring, Golden Ring
dungeontactics:diamond_ring, Diamond Ring
dungeontactics:charm_toxic, Toxic Charm
dungeontactics:charm_sapping, Sapping Charm
dungeontactics:charm_heavy, Heavy Charm
dungeontactics:charm_emaciated, Emaciated Charm
dungeontactics:charm_unintelligible, Unintelligible Charm
dungeontactics:charm_darkened, Darkened Charm
dungeontactics:charm_famine, Famine Charm
dungeontactics:charm_barren, Barren Charm
dungeontactics:charm_searing, Searing Charm
dungeontactics:charm_bleak, Bleak Charm
dungeontactics:bag_food, Food Bag
dungeontactics:bag_arbour, Lumberjack Bag
dungeontactics:bag_ore, Ore Bag
dungeontactics:bag_tool, Tool Bag
dungeontactics:bag_book, Book Bag
dungeontactics:bag_quiver, Old Quiver
dungeontactics:bag_magic, Magic Bag
dungeontactics:bag_potion, Potion Bag
dungeontactics:bag_record, Record Bag
dungeontactics:bag_mystery, Mystery Loot Bag
dungeontactics:bag_quickstart, Quick Start Bag
dungeontactics:trickortreat_bag, Trick or Treat Bag
dungeontactics:candy_skull, Candy Skull
dungeontactics:solstice_gift, Solstice Gift
dungeontactics:mince_pie, Mince Pie
dungeontactics:silver_ore, Silver Ore
dungeontactics:mithril_ore, Mithril Ore
dungeontactics:nethergold_ore, Nether Gold Ore
dungeontactics:stonequartz_ore, Quartz Ore
dungeontactics:enddiamond_ore, End Diamond Ore
dungeontactics:endlapis_ore, End Lapis Ore
dungeontactics:silver_block, Silver Block
dungeontactics:steel_block, Steel Block
dungeontactics:mithril_block, Mithril Block
dungeontactics:obsidianbrick, Obsidian Bricks
dungeontactics:dungeon_glass, Dungeon Glass
dungeontactics:cushion_white, White Cushion
dungeontactics:cushion_light_grey, Light Grey Cushion
dungeontactics:cushion_grey, Grey Cushion
dungeontactics:cushion_black, Black Cushion
dungeontactics:cushion_pink, Pink Cushion
dungeontactics:cushion_red, Red Cushion
dungeontactics:cushion_orange, Orange Cushion
dungeontactics:cushion_yellow, Yellow Cushion
dungeontactics:cushion_lime, Lime Cushion
dungeontactics:cushion_green, Green Cushion
dungeontactics:cushion_light_blue, Light Blue Cushion
dungeontactics:cushion_blue, Blue Cushion
dungeontactics:cushion_cyan, Cyan Cushion
dungeontactics:cushion_magenta, Magenta Cushion
dungeontactics:cushion_purple, Purple Cushion
dungeontactics:cushion_brown, Brown Cushion
dungeontactics:wooden_chair, Wooden Chair
dungeontactics:wooden_table, Wooden Table
dungeontactics:radio, Radio
dungeontactics:brazier, Iron Brazier
dungeontactics:lantern_iron, Iron Lantern
dungeontactics:lantern_magic, Magic Lantern
dungeontactics:alchemical_cauldron, Alchemical Cauldron
dungeontactics:barrel, Barrel
dungeontactics:powderkeg, Powder Keg
dungeontactics:wither_web, Wither Web
dungeontactics:climbing_rope, Climbing Rope
dungeontactics:powered_bars, Powered Bars
dungeontactics:fan_block, Fan
dungeontactics:flamer_block, Flamer
dungeontactics:grinder_block, Grinder
dungeontactics:caltrops, Caltrops
dungeontactics:caltrops_poison, Posioned Caltrops
dungeontactics:trap_clamp, Clamp Trap
dungeontactics:trap_boom, Boom Trap
dungeontactics:trap_piston, Piston Trap
dungeontactics:trap_fire, Fire Trap
dungeontactics:trap_foul, Fume Trap
dungeontactics:trap_ailment, Ailing Trap
dungeontactics:trap_port, Port Trap
dungeontactics:trap_ambush, Ambush Trap
dungeontactics:trap_spectral, Spectral Trap
dungeontactics:mushroom_blast, Blastcap
dungeontactics:mushroom_coal, Coalshroom
dungeontactics:mushroom_iron, Ironstool
dungeontactics:mushroom_silver, Silverstool
dungeontactics:mushroom_gold, Goldstool
dungeontactics:mushroom_steel, Steelstool
dungeontactics:mushroom_mithril, Mithrilstool
dungeontactics:flower_sanguine, Sanguine Rose
dungeontactics:flower_xp, Elder Flower
dungeontactics:flower_bramble, Bramble
dungeontactics:flower_bark, Bark Vine
dungeontactics:flower_cinder, Cinder Bloom
dungeontactics:flower_tangle, Tangle Weed
dungeontactics:flower_ailment, Ailing Nettle
dungeontactics:flower_fade, Fade Leaf
dungeontactics:flower_feather, Feather Blossom
dungeontactics:bush_cherrybomb, Cherry Bomb Bush
dungeontactics:bush_incindiberry, Incindiberry Bush
dungeontactics:bush_glowcurrent, Glowcurrent Bush
dungeontactics:guardian_alter, Guardian Alter
ebwizardry:arcane_workbench, Arcane Workbench
ebwizardry:crystal_ore, Crystal Ore
ebwizardry:crystal_flower, Crystal Flower
ebwizardry:transportation_stone, Stone of Transportation
ebwizardry:crystal_block:0, Block of Crystal
ebwizardry:crystal_block:1, Block of Fiery Crystal
ebwizardry:crystal_block:2, Block of Icy Crystal
ebwizardry:crystal_block:3, Block of Stormy Crystal
ebwizardry:crystal_block:4, Block of Dark Crystal
ebwizardry:crystal_block:5, Block of Verdant Crystal
ebwizardry:crystal_block:6, Block of Mystical Crystal
